time_end,discharge_m3s,discharge_quality
1993-06-27 00:00:00,50.0,observed_instantaneous
1993-06-27 01:00:00,52.0,linear_interpolated_instantaneous
1993-06-27 02:00:00,54.0,observed_instantaneous
1993-06-27 03:00:00,54.5,linear_interpolated_instantaneous
1993-06-27 04:00:00,55.0,observed_instantaneous
1993-06-27 05:00:00,54.0,linear_interpolated_instantaneous
1993-06-27 06:00:00,53.0,observed_instantaneous
1993-06-27 07:00:00,49.5,linear_interpolated_instantaneous
1993-06-27 08:00:00,46.0,observed_instantaneous
1993-06-27 09:00:00,42.5,linear_interpolated_instantaneous
1993-06-27 10:00:00,39.0,linear_interpolated_instantaneous
1993-06-27 11:00:00,35.5,linear_interpolated_instantaneous
1993-06-27 12:00:00,32.0,observed_instantaneous
1993-06-27 13:00:00,31.0,linear_interpolated_instantaneous
1993-06-27 14:00:00,30.0,observed_instantaneous
1993-06-27 15:00:00,30.0,linear_interpolated_instantaneous
1993-06-27 16:00:00,30.0,observed_instantaneous
1993-06-27 17:00:00,31.5,linear_interpolated_instantaneous
1993-06-27 18:00:00,33.0,observed_instantaneous
1993-06-27 19:00:00,36.66666666666666,linear_interpolated_instantaneous
1993-06-27 20:00:00,40.333333333333336,linear_interpolated_instantaneous
1993-06-27 21:00:00,44.0,linear_interpolated_instantaneous
1993-06-27 22:00:00,47.66666666666666,linear_interpolated_instantaneous
1993-06-27 23:00:00,51.333333333333336,linear_interpolated_instantaneous
1993-06-28 00:00:00,55.0,observed_instantaneous
1993-06-28 01:00:00,61.16666666666666,linear_interpolated_instantaneous
1993-06-28 02:00:00,67.33333333333333,linear_interpolated_instantaneous
1993-06-28 03:00:00,73.5,linear_interpolated_instantaneous
1993-06-28 04:00:00,79.66666666666666,linear_interpolated_instantaneous
1993-06-28 05:00:00,85.83333333333334,linear_interpolated_instantaneous
1993-06-28 06:00:00,92.0,observed_instantaneous
1993-06-28 07:00:00,99.0,linear_interpolated_instantaneous
1993-06-28 08:00:00,106.0,observed_instantaneous
1993-06-28 09:00:00,113.0,linear_interpolated_instantaneous
1993-06-28 10:00:00,120.0,linear_interpolated_instantaneous
1993-06-28 11:00:00,127.0,linear_interpolated_instantaneous
1993-06-28 12:00:00,134.0,observed_instantaneous
1993-06-28 13:00:00,145.0,linear_interpolated_instantaneous
1993-06-28 14:00:00,156.0,observed_instantaneous
1993-06-28 15:00:00,171.5,linear_interpolated_instantaneous
1993-06-28 16:00:00,187.0,observed_instantaneous
1993-06-28 17:00:00,192.5,linear_interpolated_instantaneous
1993-06-28 18:00:00,198.0,observed_instantaneous
1993-06-28 19:00:00,195.0,linear_interpolated_instantaneous
1993-06-28 20:00:00,192.0,observed_instantaneous
1993-06-28 21:00:00,185.0,linear_interpolated_instantaneous
1993-06-28 22:00:00,178.0,observed_instantaneous
1993-06-28 23:00:00,180.0,linear_interpolated_instantaneous
1993-06-29 00:00:00,182.0,observed_instantaneous
1993-06-29 01:00:00,189.0,linear_interpolated_instantaneous
1993-06-29 02:00:00,196.0,linear_interpolated_instantaneous
1993-06-29 03:00:00,203.0,linear_interpolated_instantaneous
