time_start,time_end,evaporation_mm,daily_evaporation_label,evaporation_method,discharge_m3s,discharge_quality,all_fields_present
1993-06-26 23:00:00,1993-06-27 00:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,50.0,observed_instantaneous,True
1993-06-27 00:00:00,1993-06-27 01:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,52.0,linear_interpolated_instantaneous,True
1993-06-27 01:00:00,1993-06-27 02:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,54.0,observed_instantaneous,True
1993-06-27 02:00:00,1993-06-27 03:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,54.5,linear_interpolated_instantaneous,True
1993-06-27 03:00:00,1993-06-27 04:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,55.0,observed_instantaneous,True
1993-06-27 04:00:00,1993-06-27 05:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,54.0,linear_interpolated_instantaneous,True
1993-06-27 05:00:00,1993-06-27 06:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,53.0,observed_instantaneous,True
1993-06-27 06:00:00,1993-06-27 07:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,49.5,linear_interpolated_instantaneous,True
1993-06-27 07:00:00,1993-06-27 08:00:00,0.225,1993-06-27 08:00:00,daily_total_divided_by_24,46.0,observed_instantaneous,True
1993-06-27 08:00:00,1993-06-27 09:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,42.5,linear_interpolated_instantaneous,True
1993-06-27 09:00:00,1993-06-27 10:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,39.0,linear_interpolated_instantaneous,True
1993-06-27 10:00:00,1993-06-27 11:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,35.5,linear_interpolated_instantaneous,True
1993-06-27 11:00:00,1993-06-27 12:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,32.0,observed_instantaneous,True
1993-06-27 12:00:00,1993-06-27 13:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,31.0,linear_interpolated_instantaneous,True
1993-06-27 13:00:00,1993-06-27 14:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,30.0,observed_instantaneous,True
1993-06-27 14:00:00,1993-06-27 15:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,30.0,linear_interpolated_instantaneous,True
1993-06-27 15:00:00,1993-06-27 16:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,30.0,observed_instantaneous,True
1993-06-27 16:00:00,1993-06-27 17:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,31.5,linear_interpolated_instantaneous,True
1993-06-27 17:00:00,1993-06-27 18:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,33.0,observed_instantaneous,True
1993-06-27 18:00:00,1993-06-27 19:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,36.66666666666666,linear_interpolated_instantaneous,True
1993-06-27 19:00:00,1993-06-27 20:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,40.333333333333336,linear_interpolated_instantaneous,True
1993-06-27 20:00:00,1993-06-27 21:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,44.0,linear_interpolated_instantaneous,True
1993-06-27 21:00:00,1993-06-27 22:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,47.66666666666666,linear_interpolated_instantaneous,True
1993-06-27 22:00:00,1993-06-27 23:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,51.333333333333336,linear_interpolated_instantaneous,True
1993-06-27 23:00:00,1993-06-28 00:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,55.0,observed_instantaneous,True
1993-06-28 00:00:00,1993-06-28 01:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,61.16666666666666,linear_interpolated_instantaneous,True
1993-06-28 01:00:00,1993-06-28 02:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,67.33333333333333,linear_interpolated_instantaneous,True
1993-06-28 02:00:00,1993-06-28 03:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,73.5,linear_interpolated_instantaneous,True
1993-06-28 03:00:00,1993-06-28 04:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,79.66666666666666,linear_interpolated_instantaneous,True
1993-06-28 04:00:00,1993-06-28 05:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,85.83333333333334,linear_interpolated_instantaneous,True
1993-06-28 05:00:00,1993-06-28 06:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,92.0,observed_instantaneous,True
1993-06-28 06:00:00,1993-06-28 07:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,99.0,linear_interpolated_instantaneous,True
1993-06-28 07:00:00,1993-06-28 08:00:00,0.0499999999999999,1993-06-28 08:00:00,daily_total_divided_by_24,106.0,observed_instantaneous,True
1993-06-28 08:00:00,1993-06-28 09:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,113.0,linear_interpolated_instantaneous,True
1993-06-28 09:00:00,1993-06-28 10:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,120.0,linear_interpolated_instantaneous,True
1993-06-28 10:00:00,1993-06-28 11:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,127.0,linear_interpolated_instantaneous,True
1993-06-28 11:00:00,1993-06-28 12:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,134.0,observed_instantaneous,True
1993-06-28 12:00:00,1993-06-28 13:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,145.0,linear_interpolated_instantaneous,True
1993-06-28 13:00:00,1993-06-28 14:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,156.0,observed_instantaneous,True
1993-06-28 14:00:00,1993-06-28 15:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,171.5,linear_interpolated_instantaneous,True
1993-06-28 15:00:00,1993-06-28 16:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,187.0,observed_instantaneous,True
1993-06-28 16:00:00,1993-06-28 17:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,192.5,linear_interpolated_instantaneous,True
1993-06-28 17:00:00,1993-06-28 18:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,198.0,observed_instantaneous,True
1993-06-28 18:00:00,1993-06-28 19:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,195.0,linear_interpolated_instantaneous,True
1993-06-28 19:00:00,1993-06-28 20:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,192.0,observed_instantaneous,True
1993-06-28 20:00:00,1993-06-28 21:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,185.0,linear_interpolated_instantaneous,True
1993-06-28 21:00:00,1993-06-28 22:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,178.0,observed_instantaneous,True
1993-06-28 22:00:00,1993-06-28 23:00:00,0.0499999999999999,1993-06-29 08:00:00,daily_total_divided_by_24,180.0,linear_interpolated_instantaneous,True
