time_end,discharge_m3s,discharge_quality
1996-04-18 08:00:00,19.5,observed_instantaneous
1996-04-18 09:00:00,18.9,linear_interpolated_instantaneous
1996-04-18 10:00:00,18.3,linear_interpolated_instantaneous
1996-04-18 11:00:00,17.700000000000003,linear_interpolated_instantaneous
1996-04-18 12:00:00,17.1,observed_instantaneous
1996-04-18 13:00:00,16.700000000000003,linear_interpolated_instantaneous
1996-04-18 14:00:00,16.3,linear_interpolated_instantaneous
1996-04-18 15:00:00,15.9,linear_interpolated_instantaneous
1996-04-18 16:00:00,15.5,observed_instantaneous
1996-04-18 17:00:00,15.7,linear_interpolated_instantaneous
1996-04-18 18:00:00,15.9,linear_interpolated_instantaneous
1996-04-18 19:00:00,16.1,linear_interpolated_instantaneous
1996-04-18 20:00:00,16.3,observed_instantaneous
1996-04-18 21:00:00,16.8,linear_interpolated_instantaneous
1996-04-18 22:00:00,17.3,linear_interpolated_instantaneous
1996-04-18 23:00:00,17.8,linear_interpolated_instantaneous
1996-04-19 00:00:00,18.3,observed_instantaneous
1996-04-19 01:00:00,18.3,observed_instantaneous
1996-04-19 02:00:00,18.7,observed_instantaneous
1996-04-19 03:00:00,19.5,observed_instantaneous
1996-04-19 04:00:00,20.4,observed_instantaneous
1996-04-19 05:00:00,21.2,observed_instantaneous
1996-04-19 06:00:00,22.9,observed_instantaneous
1996-04-19 07:00:00,25.5,observed_instantaneous
1996-04-19 08:00:00,28.9,observed_instantaneous
1996-04-19 09:00:00,34.2,observed_instantaneous
1996-04-19 10:00:00,42.1,observed_instantaneous
1996-04-19 11:00:00,60.0,observed_instantaneous
1996-04-19 12:00:00,89.3,observed_instantaneous
1996-04-19 13:00:00,137.0,observed_instantaneous
1996-04-19 14:00:00,189.0,observed_instantaneous
1996-04-19 15:00:00,256.0,observed_instantaneous
1996-04-19 16:00:00,347.0,observed_instantaneous
1996-04-19 17:00:00,415.0,observed_instantaneous
1996-04-19 18:00:00,454.0,observed_instantaneous
