"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#1997-10-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,41.7
#1997-10-23 08:00:00#,0,0,0,0,0,0,0,0,0,3,39.5
#1997-10-24 08:00:00#,0,0,.3,0,0,0,0,5.8,0,1.9,36.7
#1997-10-25 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,38
#1997-10-26 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,35.7
#1997-10-27 08:00:00#,0,0,0,0,0,0,0,0,0,3.4,35.5
#1997-10-28 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,33.8
#1997-10-29 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,33.8
#1997-10-30 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,31.5
#1997-10-31 08:00:00#,0,0,0,0,0,0,0,0,0,4,35.3
#1997-11-01 08:00:00#,0,0,0,0,0,0,0,0,0,3.4,29.4
#1997-11-02 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,30
#1997-11-03 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,30.2
#1997-11-04 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,28.3
#1997-11-05 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,30.4
#1997-11-06 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,30.6
#1997-11-07 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,29.9
#1997-11-08 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,27.8
#1997-11-09 08:00:00#,0,0,0,0,0,0,0,0,0,1.3,25.8
#1997-11-10 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,27.7
#1997-11-11 08:00:00#,0,0,0,0,0,0,0,0,0,1.3,30.2
#1997-11-12 08:00:00#,0,0,0,0,0,0,0,0,0,1.2,28.5
#1997-11-13 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,27.1
#1997-11-14 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,28.9
#1997-11-15 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,28.2
#1997-11-16 08:00:00#,0,9.5,10.1,13.7,5.4,16,2.9,11.3,4.3,4,26.3
#1997-11-17 08:00:00#,0,0,0,0,0,0,0,0,0,4.7,30.3
#1997-11-18 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,29.5
#1997-11-19 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,26.2
#1997-11-20 08:00:00#,0,0,0,0,0,0,0,0,0,1.7,25.6
#1997-11-21 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,25.9
#1997-11-22 08:00:00#,0,0,0,0,0,0,.1,0,0,1.5,25.4
#1997-11-23 08:00:00#,0,0,0,0,0,0,0,0,0,1.7,25
#1997-11-24 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,24.2
#1997-11-25 08:00:00#,0,0,0,0,0,0,0,0,0,1.7,22.3
#1997-11-26 08:00:00#,0,.1,.5,5,1.9,5.7,.2,2,1.6,1.3,23.2
#1997-11-27 08:00:00#,0,2.4,.4,1.1,.4,.2,3.7,3.3,0,.9,24.4
#1997-11-28 08:00:00#,0,1.3,0,0,4.5,.3,1.5,.7,0,1.8,22.3
#1997-11-29 08:00:00#,0,5.2,2.6,5.4,4.6,5.7,3.3,3.8,3.5,2.4,24.2
#1997-11-30 08:00:00#,0,0,0,.3,0,0,0,1.2,0,1.8,25.6
#1997-12-01 08:00:00#,0,2.7,1.7,2.2,4.7,4.7,1.6,0,1.9,1.5,24.4
#1997-12-02 08:00:00#,0,0,0,0,0,0,0,0,0,3,23.1
#1997-12-03 08:00:00#,0,0,0,0,0,0,0,0,0,2,22.8
#1997-12-04 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,24.1
#1997-12-05 08:00:00#,0,0,0,0,0,0,0,0,0,.6,24.8
#1997-12-06 08:00:00#,0,.6,0,0,0,0,0,0,0,.6,25.4
#1997-12-07 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,26.1
#1997-12-08 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,24
#1997-12-09 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,26.6
#1997-12-10 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,23.7
#1997-12-11 08:00:00#,0,0,0,0,0,0,0,0,0,.9,25.2
#1997-12-12 08:00:00#,0,0,0,0,0,0,0,0,0,1.3,23.8
#1997-12-13 08:00:00#,0,0,0,0,0,0,0,0,0,1.1,21.9
#1997-12-14 08:00:00#,0,0,0,0,0,0,0,0,0,1.1,21.7
#1997-12-15 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,20.1
#1997-12-16 08:00:00#,0,0,0,0,0,0,0,0,0,1,20.8
#1997-12-17 08:00:00#,0,0,0,0,0,0,0,0,0,.8,20.5
#1997-12-18 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,20.3
#1997-12-19 08:00:00#,0,0,0,0,0,0,0,0,0,1.2,21.5
#1997-12-20 08:00:00#,0,0,0,0,0,0,0,0,0,1,20.1
#1997-12-21 08:00:00#,0,20.2,11.7,2.4,26,7.2,0,10.4,13.2,1.4,18.2
#1997-12-22 08:00:00#,0,3.5,3.5,6.1,5.6,6.8,25,3.1,4.1,1.7,27.7
#1997-12-23 08:00:00#,0,0,0,0,0,0,5.6,0,.2,1.8,23.9
#1997-12-24 08:00:00#,0,0,0,0,.4,0,0,0,0,1,23.1
#1997-12-25 08:00:00#,0,1.7,2,1.6,3.3,2.1,0,2.3,2,.3,19.3
#1997-12-26 08:00:00#,0,3,3.8,4,3.5,2.3,2,2.1,2.9,1,20.5
#1997-12-27 08:00:00#,0,0,0,0,0,0,4.9,0,0,1,21.3
#1997-12-28 08:00:00#,0,0,0,0,0,0,0,0,0,.5,18.1
#1997-12-29 08:00:00#,0,0,0,0,0,0,0,.2,0,1.1,17.2
#1997-12-30 08:00:00#,0,0,0,0,0,0,0,0,0,.3,20.9
#1997-12-31 08:00:00#,0,0,0,0,0,0,0,0,0,1.1,22.1
