"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#1997-05-11 08:00:00#,0,1.9,7.6,0,0,2.5,.6,11.2,1.7,2.8,93.7
#1997-05-12 08:00:00#,0,4.4,0,0,0,0,0,0,.4,2.7,82.6
#1997-05-13 08:00:00#,0,0,.2,0,2,0,0,0,0,3.5,67.6
#1997-05-14 08:00:00#,0,2.7,0,0,0,0,8,0,0,3,60.2
#1997-05-15 08:00:00#,0,0,0,0,0,1,.3,2.2,0,4,51
#1997-05-16 08:00:00#,0,19.2,18.5,30.3,31.5,43,13.3,20.5,.8,4.9,52
#1997-05-17 08:00:00#,0,4,1.1,11.5,1,7.7,6.7,6.1,9.9,1.7,86.6
#1997-05-18 08:00:00#,0,3.7,.3,2,.3,.3,.1,0,3.5,2.7,74.8
#1997-05-19 08:00:00#,0,30.9,71.6,13.1,52,34.6,32.3,29,24.3,2.9,58.9
#1997-05-20 08:00:00#,0,0,.2,0,.3,.4,.1,0,2.8,3,132
#1997-05-21 08:00:00#,0,.3,0,0,.2,.4,0,.6,.3,1.9,80.6
#1997-05-22 08:00:00#,0,22.3,8.9,5.5,14.5,7.8,13.8,6.6,8.7,2.1,66.7
#1997-05-23 08:00:00#,0,10.4,9.9,13,9.7,7.4,8.2,4.5,10.3,1.6,71.8
#1997-05-24 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,72.7
#1997-05-25 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,58
#1997-05-26 08:00:00#,0,0,0,0,0,0,0,0,0,4,54.1
#1997-05-27 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,51
#1997-05-28 08:00:00#,0,1.5,1.4,1,.5,.6,1.8,0,0,3.3,43.2
#1997-05-29 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,37.6
#1997-05-30 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,37.4
#1997-05-31 08:00:00#,0,.1,.5,2.9,.2,51,.3,25.6,1.6,3.3,36.8
#1997-06-01 08:00:00#,0,.6,63.9,0,3.4,2.1,4.7,.2,.3,3,52.3
#1997-06-02 08:00:00#,0,2.4,10,0,0,5.5,23.2,1.5,0,1.8,49.4
#1997-06-03 08:00:00#,0,2.3,3.6,0,1.8,1,1.6,0,2.5,3.6,48.2
#1997-06-04 08:00:00#,0,4,17.3,19.6,18.4,43.2,6.3,5.4,14.3,4,40.8
#1997-06-05 08:00:00#,0,16.6,.4,8.8,1.1,0,9.3,0,1.6,3.9,44.8
#1997-06-06 08:00:00#,0,0,1.9,16,4.2,1.2,2.9,1.6,1.3,3.3,39.2
#1997-06-07 08:00:00#,0,.9,.1,0,1,.1,.8,0,2,3.1,40.5
#1997-06-08 08:00:00#,0,0,0,0,.1,4.6,0,7.4,0,4.2,34.2
#1997-06-09 08:00:00#,0,0,0,0,10,0,0,0,0,4,30
#1997-06-10 08:00:00#,0,20.5,23.6,10,0,57.8,44.4,48.8,3.3,4.8,42.8
#1997-06-11 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,72.1
#1997-06-12 08:00:00#,0,0,0,0,0,0,0,0,.6,2.6,42
#1997-06-13 08:00:00#,0,30.4,6.2,25.2,1.3,29.5,26.3,36.1,13,2.9,37.9
#1997-06-14 08:00:00#,0,8.7,49.1,25.5,14.3,14.7,16.5,14,3.7,2.5,71.4
#1997-06-15 08:00:00#,0,48.4,22.2,42.8,12,39.8,28.1,45.7,13.3,2.4,91.8
#1997-06-16 08:00:00#,0,0,.2,0,20.6,2.2,.4,.2,.2,.7,135
#1997-06-17 08:00:00#,0,5.2,35.8,6,10.4,3.3,14.8,38,14.2,.5,88.1
#1997-06-18 08:00:00#,0,8.2,5.1,.4,1.6,18.6,6.7,9.6,1.8,.5,99.4
#1997-06-19 08:00:00#,0,15.7,3.2,1.5,64,28.8,14.2,14.3,17.6,1.5,79.4
#1997-06-20 08:00:00#,0,13.8,3.7,20.1,35.3,3,2.6,.2,6.8,2.7,117
#1997-06-21 08:00:00#,0,11.9,33.2,21.2,1.3,44.9,1.2,2.9,11.4,2.4,114
#1997-06-22 08:00:00#,0,1,19.1,0,.4,17.4,1.6,17.4,11.2,2.4,93.3
#1997-06-23 08:00:00#,0,17.5,0,0,.5,0,2,5.8,14.8,3.4,80.7
#1997-06-24 08:00:00#,0,1.9,7.5,6.9,25.2,38.6,.4,16.6,2.4,1.6,79.1
#1997-06-25 08:00:00#,0,36.8,29.8,24.3,19.8,58.5,19.8,15.7,10.7,3,90.5
#1997-06-26 08:00:00#,0,17.6,11.7,0,9.1,64.7,36.6,43.9,0,2.3,137
#1997-06-27 08:00:00#,0,7.4,33,9.5,7,1.9,.6,.2,14.8,2.3,156
#1997-06-28 08:00:00#,0,.4,2.8,6.5,2.1,4.1,.3,2.1,1.8,2.2,96.7
#1997-06-29 08:00:00#,0,.1,15.8,1.1,10.8,7.7,.4,5,14.7,2.3,82.8
#1997-06-30 08:00:00#,0,20,4.4,9,8,5.7,15.3,36.1,4.4,1.5,85.7
#1997-07-01 08:00:00#,0,0,39,14.9,12.4,8,.2,3.4,3.9,2.6,86.1
#1997-07-02 08:00:00#,0,12.5,8.7,3.6,0,10.9,20.5,26.9,1.4,2.4,70.3
#1997-07-03 08:00:00#,0,1.9,24.3,29,16,10.7,6.2,9,7.3,1.4,92.9
#1997-07-04 08:00:00#,0,3.4,17.6,17.3,9.5,9.3,2.4,6.9,16.7,1.9,90.9
#1997-07-05 08:00:00#,0,2.5,20.1,24,8.5,6.3,16.5,13.9,16.7,1.6,87.4
#1997-07-06 08:00:00#,0,5.2,38.2,15.8,2.3,5.8,3.3,19.9,.5,1.6,96
#1997-07-07 08:00:00#,0,0,2.9,6.5,0,.6,.1,1.3,0,2.1,91.6
#1997-07-08 08:00:00#,0,3.7,15.2,0,14.2,15.8,3.2,9.7,17.2,3.2,83.6
#1997-07-09 08:00:00#,0,10.7,2.7,11.3,6.5,6.5,7.6,7.9,12.7,2.3,85.3
#1997-07-10 08:00:00#,0,.7,1.1,1.1,16.4,.3,.7,21.3,1.8,2.8,99.2
#1997-07-11 08:00:00#,0,8.3,0,.4,0,0,0,0,0,3.8,76.3
#1997-07-12 08:00:00#,0,5.8,.4,19.7,2.5,13.2,2.8,0,4.2,3.1,52.9
#1997-07-13 08:00:00#,0,2.3,18.4,5.9,27.1,27.7,26.2,17.4,2.8,2.6,62.7
#1997-07-14 08:00:00#,0,6.1,22.2,11.6,4.1,19.7,6.5,8.7,7.1,2.2,71.8
#1997-07-15 08:00:00#,0,9.4,1.6,2.8,13,5,8.3,7.2,10.5,1.9,73.4
#1997-07-16 08:00:00#,0,20.1,7.3,4.7,13.7,18.7,6.4,5.3,18.3,1.1,76
#1997-07-17 08:00:00#,0,4.5,37.8,19.7,7.2,33.5,6,32.6,14.2,1.3,77.3
#1997-07-18 08:00:00#,0,34.1,18.3,24.8,16.4,14,23.8,9.7,15.4,1.1,122
#1997-07-19 08:00:00#,0,1.5,15.9,2,21.3,6.4,2.4,2.3,6.6,2.5,163
#1997-07-20 08:00:00#,0,4.3,8.8,2.6,7.8,7.7,25.2,7.5,2.2,0,104
#1997-07-21 08:00:00#,0,2.3,5.5,.7,3.5,29.2,18.3,17.5,6.3,1.7,101
#1997-07-22 08:00:00#,0,0,0,0,18,0,0,.4,2.3,2.3,92.4
#1997-07-23 08:00:00#,0,0,0,0,0,0,0,0,0,3.7,83.1
#1997-07-24 08:00:00#,0,0,27.7,0,.7,0,0,0,.6,3.6,71.4
#1997-07-25 08:00:00#,0,0,0,0,6.7,0,.1,.8,2.7,2.9,70.5
#1997-07-26 08:00:00#,0,0,3.5,0,0,0,0,0,0,3,66.8
#1997-07-27 08:00:00#,0,0,3.1,1,0,1.3,.3,0,0,4.7,61.9
#1997-07-28 08:00:00#,0,0,5.1,2.4,0,0,3.4,0,12.2,3.7,59.1
#1997-07-29 08:00:00#,0,0,0,0,6.6,0,0,0,.4,3.3,64.4
#1997-07-30 08:00:00#,0,.2,.6,6.1,12.3,1.2,.6,10.1,0,3.9,63.2
#1997-07-31 08:00:00#,0,0,7.4,3,7.5,0,.5,0,4.1,2.8,56.4
#1997-08-01 08:00:00#,0,2.2,4.7,1,0,0,0,0,.2,4.2,62.3
#1997-08-02 08:00:00#,0,28.4,71.4,44.7,0,47.7,34.2,36.4,18.5,2.3,58.6
#1997-08-03 08:00:00#,0,0,0,0,34.4,0,0,0,0,1.9,126
#1997-08-04 08:00:00#,0,0,8.1,0,0,1.6,8.4,0,0,3.3,91
#1997-08-05 08:00:00#,0,0,0,0,7.2,0,0,0,0,3.1,76
#1997-08-06 08:00:00#,0,15.5,0,0,0,0,1.6,8.7,0,4.5,60.9
#1997-08-07 08:00:00#,0,58.2,14.5,43.9,0,30.8,22.8,53.1,25.1,1.4,76.3
#1997-08-08 08:00:00#,0,.5,2.3,0,4.5,1.2,1.2,1.6,.5,1.1,158
#1997-08-09 08:00:00#,0,4.1,0,.4,0,0,2.9,.5,.4,1.6,88
#1997-08-10 08:00:00#,0,3.6,9.4,0,1.3,4.1,.5,.8,5.8,2.8,72.3
#1997-08-11 08:00:00#,0,8.3,16.5,10.1,11.4,6.3,10.7,16.5,7.6,3.2,69.6
#1997-08-12 08:00:00#,0,4.6,9.1,12.6,10.8,7.2,9.8,8.8,4.4,.9,73.4
#1997-08-13 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,75.5
#1997-08-14 08:00:00#,0,2.8,5.6,23.1,20.6,0,.2,0,10.6,3.2,66.3
#1997-08-15 08:00:00#,0,9.2,6.8,13.1,12.3,0,3.4,0,2.4,4.2,59.8
#1997-08-16 08:00:00#,0,0,15,5.3,43.6,6.2,0,0,0,4.3,66.5
#1997-08-17 08:00:00#,0,23,3.4,0,.7,4.2,4.9,15,5,4.2,70.1
#1997-08-18 08:00:00#,0,0,0,0,0,0,0,0,0,4.4,70.1
#1997-08-19 08:00:00#,0,0,0,0,0,0,0,0,0,4.7,53.2
#1997-08-20 08:00:00#,0,11.9,9,2,13.3,3.9,3.3,5.6,3.4,4.7,47.6
#1997-08-21 08:00:00#,0,30.6,77.6,92.7,43.1,55.5,37.1,51.6,34.4,4.4,48
#1997-08-22 08:00:00#,0,141.3,75.1,67.6,49.4,61,46.9,60.3,27,3,360
#1997-08-23 08:00:00#,0,46.8,2.9,.7,1.6,7.2,9.6,6.9,.9,1.4,381
#1997-08-24 08:00:00#,0,.8,.5,1.3,7.5,10.6,4,0,0,1.1,170
#1997-08-25 08:00:00#,0,0,22.6,1.1,5.2,9,4.3,4.3,9.7,2.3,112
#1997-08-26 08:00:00#,0,0,0,0,0,0,.6,0,0,2.9,98.9
#1997-08-27 08:00:00#,0,4.1,.3,0,14.6,3.6,1.6,5.8,.3,3.9,84.1
#1997-08-28 08:00:00#,0,0,0,0,0,0,0,.2,0,4.4,84.3
#1997-08-29 08:00:00#,0,0,0,0,0,0,0,0,0,4.9,74.3
#1997-08-30 08:00:00#,0,0,0,0,0,5.4,0,0,0,4.2,63.6
#1997-08-31 08:00:00#,0,0,0,0,0,0,0,6.2,0,3.4,65.8
#1997-09-01 08:00:00#,0,.1,2.8,0,0,0,0,0,.5,4.7,62.7
#1997-09-02 08:00:00#,0,1.6,30,0,.2,0,0,6.6,5.9,2.1,62.4
#1997-09-03 08:00:00#,0,.3,0,0,0,0,0,0,0,3.1,64.3
#1997-09-04 08:00:00#,0,0,0,0,0,0,0,0,0,4.1,64.4
#1997-09-05 08:00:00#,0,0,0,0,0,0,0,0,0,4.7,60.7
#1997-09-06 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,54.3
#1997-09-07 08:00:00#,0,.1,11.6,0,0,.8,.1,2,10.3,2.8,44.4
#1997-09-08 08:00:00#,0,7.6,17.5,13.6,16.9,4.1,8,2.7,14.3,3,51
#1997-09-09 08:00:00#,0,7.7,6.1,13.8,10.2,6.4,7,5,12.1,1,59.3
#1997-09-10 08:00:00#,0,1.1,0,22.1,2,0,.3,0,0,2.8,63.8
#1997-09-11 08:00:00#,0,0,31,0,0,.4,0,0,0,3.8,65.3
#1997-09-12 08:00:00#,0,0,0,0,0,0,0,0,.1,4.3,63
#1997-09-13 08:00:00#,0,0,0,0,0,0,0,0,0,3.7,51.9
#1997-09-14 08:00:00#,0,39.5,0,1.6,3.4,1.9,17.4,2.4,5,2.5,47.6
#1997-09-15 08:00:00#,0,0,2.6,0,0,0,0,0,0,2.9,59.5
#1997-09-16 08:00:00#,0,0,0,0,0,0,0,0,0,2.8,48.3
#1997-09-17 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,51.8
#1997-09-18 08:00:00#,0,0,0,0,0,1.5,0,0,0,3.8,44.4
#1997-09-19 08:00:00#,0,0,0,0,0,0,0,0,0,3.7,41.8
#1997-09-20 08:00:00#,0,6.4,54.2,4.1,8.4,44.2,4.2,43.1,3.4,3,41.8
#1997-09-21 08:00:00#,0,.3,18.9,7.9,.4,14.1,2.1,11.7,0,2.3,80.2
#1997-09-22 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,64.9
#1997-09-23 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,53
#1997-09-24 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,46.4
#1997-09-25 08:00:00#,0,0,.3,0,1.1,4.1,0,3,0,3.1,47.3
#1997-09-26 08:00:00#,0,.5,0,10.8,.7,0,0,0,1.7,3.2,45
#1997-09-27 08:00:00#,0,17.5,4.2,0,14.9,11.8,12,11.2,16,2.5,43.8
#1997-09-28 08:00:00#,0,8.3,9.4,3.9,5.3,13.5,7.8,14.8,10,1,51.2
#1997-09-29 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,56.2
#1997-09-30 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,46.6
#1997-10-01 08:00:00#,0,0,0,0,0,0,0,0,0,2,43.2
#1997-10-02 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,41.9
#1997-10-03 08:00:00#,0,0,.2,.2,0,0,1.2,0,0,1.4,40.3
#1997-10-04 08:00:00#,0,4.1,17.5,10.7,3.3,11.5,6.4,4.2,4.7,.7,38.6
#1997-10-05 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,52.8
#1997-10-06 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,39.5
#1997-10-07 08:00:00#,0,7.3,1.1,11.2,14.6,0,.8,0,7.2,3.1,39.7
#1997-10-08 08:00:00#,0,0,0,0,.3,0,0,0,0,2.3,41.2
#1997-10-09 08:00:00#,0,.1,.6,0,.5,.2,2.9,0,0,2.1,34.8
#1997-10-10 08:00:00#,0,0,0,0,.6,0,0,0,0,3.6,31.2
#1997-10-11 08:00:00#,0,0,0,0,4.2,0,.3,0,5.5,2.4,36.7
#1997-10-12 08:00:00#,0,.4,4.8,.9,.2,.7,0,.2,6.4,3.4,40.5
#1997-10-13 08:00:00#,0,1.3,2.7,7.9,1.9,4.3,7,1.6,15.8,2.3,39.8
#1997-10-14 08:00:00#,0,0,0,0,.6,0,0,0,.1,2.8,47.2
#1997-10-15 08:00:00#,0,33.2,55.1,57.3,69.1,40.1,19.2,15.5,14.5,4.3,42.9
#1997-10-16 08:00:00#,0,7.2,2.2,0,.9,.1,0,0,.2,3.4,135
#1997-10-17 08:00:00#,0,13.9,20.6,4.4,3,10.8,3.6,16.6,1,2.2,75.3
#1997-10-18 08:00:00#,0,3.1,2,11.7,27.6,.3,.5,2.4,6.3,2.4,61
#1997-10-19 08:00:00#,0,0,0,0,0,0,0,.1,0,2.5,56.1
#1997-10-20 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,52.9
#1997-10-21 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,42.9
