"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#1998-04-21 08:00:00#,2.3,3.9,.6,.5,2.2,1.2,1.6,1.3,4,.7,21.5
#1998-04-22 08:00:00#,4.4,0,0,0,0,0,0,.1,.1,3.5,17.4
#1998-04-23 08:00:00#,0,0,0,0,0,0,0,.1,.1,2.9,13.8
#1998-04-24 08:00:00#,0,4.5,0,0,.4,0,1.2,.1,.4,3.8,9.7
#1998-04-25 08:00:00#,52.5,.5,48.5,18.9,.7,11.5,11,21.5,.9,2,9.1
#1998-04-26 08:00:00#,15.8,14.2,6.6,34.5,34.5,7.4,44.8,7.1,5.4,3.1,12.4
#1998-04-27 08:00:00#,42.6,49.8,54.6,59.5,57.6,36.1,38.6,42.4,21.2,2.6,67.1
#1998-04-28 08:00:00#,17,12.4,15.6,32.1,21.3,15.5,22.5,26.9,19.8,1.5,171
#1998-04-29 08:00:00#,.5,5.6,3.1,23.3,71.3,20,11.8,12.9,18.6,1.3,143
#1998-04-30 08:00:00#,1.4,12.5,.1,0,2.6,0,.3,0,0,3.1,124
#1998-05-01 08:00:00#,.1,0,0,0,0,0,0,0,0,2.3,66.9
#1998-05-02 08:00:00#,75.3,54.1,49.1,81.1,61.8,124,65.3,99,28.7,2.3,80.2
#1998-05-03 08:00:00#,.3,.3,19.6,91.6,8.6,37.9,16.8,27.2,.1,1.3,232
#1998-05-04 08:00:00#,.8,1.8,0,0,0,0,0,0,.2,2.3,163
#1998-05-05 08:00:00#,1.7,0,0,0,0,0,0,0,0,2.9,81.8
#1998-05-06 08:00:00#,0,0,0,0,0,0,0,0,0,3,50.9
#1998-05-07 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,48.1
#1998-05-08 08:00:00#,0,0,0,2.1,7.6,0,0,0,0,3.9,39.9
#1998-05-09 08:00:00#,2.8,1.9,0,6,0,1.2,6.7,8.3,13.9,1.9,33.1
#1998-05-10 08:00:00#,0,1.1,0,0,0,0,10.6,1.3,0,3.7,38.8
#1998-05-11 08:00:00#,4.8,14.8,30.1,33.6,42.3,64.1,44,98,18.7,2.1,38
#1998-05-12 08:00:00#,56.6,.4,21,37.4,7.1,4.1,9.1,0,.9,1.9,95.5
#1998-05-13 08:00:00#,.9,.3,1.2,7.7,.3,0,1.9,0,2.9,2.1,89.7
#1998-05-14 08:00:00#,1,23.1,.6,.2,0,0,19.3,2.6,.3,3.1,65.1
#1998-05-15 08:00:00#,9.9,5,9.4,1.1,4.1,9.7,14.9,4.6,7.6,3.2,55.3
#1998-05-16 08:00:00#,27.2,7.4,10.5,18.7,9,19.8,10.3,7.4,10.4,3.4,49.8
#1998-05-17 08:00:00#,9,8.3,24.7,4,5.3,5.8,35.9,13.1,5.7,2.8,53.6
#1998-05-18 08:00:00#,1.1,4.6,1.2,3.5,11.1,2.2,3,2.1,19.6,3,72.5
#1998-05-19 08:00:00#,15.3,26.2,58.3,28.3,18.2,25.9,15.2,16.7,19.7,2.5,68.1
#1998-05-20 08:00:00#,14.3,47.6,15.6,11.9,6.4,13,24,11.5,13.7,2.9,94.3
#1998-05-21 08:00:00#,0,47.6,7.8,0,.2,37.1,5.6,30.4,.7,1,119
#1998-05-22 08:00:00#,28.1,32,26.5,3.5,7.6,25.4,30.1,4.4,16.5,1.3,128
#1998-05-23 08:00:00#,56.6,34.8,29.9,79.5,36.2,26.8,18.4,133.1,19.7,.4,107
#1998-05-24 08:00:00#,8.6,23.7,3.7,11.6,19.4,8.6,16,7.1,9.6,1.9,182
#1998-05-25 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,163
#1998-05-26 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,91.2
#1998-05-27 08:00:00#,0,.1,0,0,0,0,0,0,0,3.3,69.1
#1998-05-28 08:00:00#,1.9,.8,1.1,1.4,1.7,.2,.5,0,2.3,2.2,60.4
#1998-05-29 08:00:00#,20.1,13.4,10.1,29,11.2,12.7,5.3,26.1,4.2,2.4,55.2
#1998-05-30 08:00:00#,131.3,55,105.8,42.1,40.7,107.5,78.8,70.1,19.5,1.9,78.2
#1998-05-31 08:00:00#,9.1,8.4,6.7,2.5,4,8,1.8,9.5,1.3,.4,214
#1998-06-01 08:00:00#,0,3.7,0,0,1.6,27.9,.5,21.5,9.6,1.1,143
#1998-06-02 08:00:00#,37.8,28.2,32.9,77.7,68.8,178.1,88.3,93.7,18.9,2.4,106
#1998-06-03 08:00:00#,13.9,4.4,10.8,13.1,10.8,7.4,7.5,3.8,6.3,1.9,324
#1998-06-04 08:00:00#,37.8,75.4,23.2,43.4,50.7,75.6,50.9,81.5,53.4,2.4,279
#1998-06-05 08:00:00#,7.2,13.3,3.4,7.6,26.6,23,12.8,9.8,13.7,1.2,375
#1998-06-06 08:00:00#,14.1,17.1,1.8,3.2,8.5,13.3,7.8,9.4,7.5,.9,210
#1998-06-07 08:00:00#,.5,6.4,.8,1.5,1.7,.4,3.8,1.2,4.3,1.4,167
#1998-06-08 08:00:00#,9.8,.5,1.4,6.1,7.9,.7,1.5,.6,.9,.3,127
#1998-06-09 08:00:00#,6.1,18.5,5.6,36.1,24.5,11.3,19.9,5.8,9.9,.9,137
#1998-06-10 08:00:00#,46.1,0,23.3,51.2,3.2,22.9,6.1,9.9,2.3,.9,144
#1998-06-11 08:00:00#,8.9,5.5,1.1,2.6,6,1.5,2.5,.7,2.5,1.8,150
#1998-06-12 08:00:00#,0,7.4,0,0,1.9,0,1.9,0,0,3.3,118
#1998-06-13 08:00:00#,0,0,0,0,0,0,0,0,0,4.8,99.8
#1998-06-14 08:00:00#,0,0,0,0,0,0,0,0,0,4,86.3
#1998-06-15 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,78.2
#1998-06-16 08:00:00#,.3,0,0,0,0,0,0,0,0,2.8,72.3
#1998-06-17 08:00:00#,11.9,.9,1.5,3.9,.6,.1,.2,1.9,0,2.7,66.6
#1998-06-18 08:00:00#,1.2,0,.5,0,0,0,0,0,2.8,2.7,63.8
#1998-06-19 08:00:00#,0,2.7,3.1,0,.6,1.1,2.6,.7,1.1,3.2,64.1
#1998-06-20 08:00:00#,107.2,.1,17.5,6.1,9.7,0,0,0,.8,2.8,61.7
#1998-06-21 08:00:00#,43.9,0,27.8,6.5,10.5,5.3,1.5,12,2.5,3.2,60.9
#1998-06-22 08:00:00#,51.8,6.1,26.9,8.1,3.5,24.4,8.1,22.9,7,3.4,61.9
#1998-06-23 08:00:00#,147.3,27.7,119.5,77.3,39.5,45.5,50.2,40.9,18.9,3.4,68.4
#1998-06-24 08:00:00#,257,34.7,215.8,75.6,29,96,51.2,181.4,19.8,.5,151
#1998-06-25 08:00:00#,139.1,24.5,180.3,55.9,56.1,140.2,30.2,113.2,18.7,.5,459
#1998-06-26 08:00:00#,9.2,0,1.1,1.7,0,7.2,.3,0,2.1,3.8,746
#1998-06-27 08:00:00#,10.3,23.8,21.8,4.7,13.5,4.6,2.7,9,13,2,330
#1998-06-28 08:00:00#,4.1,6.9,5.5,.6,.5,2.9,1.7,11.3,0,1.8,206
#1998-06-29 08:00:00#,0,0,0,.5,2.1,0,0,0,12.8,4,167
#1998-06-30 08:00:00#,16.5,.4,22,9.3,2.9,8,4.1,19.2,7.9,2.1,133
#1998-07-01 08:00:00#,20.8,2.3,12,27.1,13.6,6.7,17.3,5.4,6.4,3.2,141
#1998-07-02 08:00:00#,36.5,19.9,17.3,18.8,8.8,31.2,11.7,15.5,12.5,2.6,151
#1998-07-03 08:00:00#,39.1,28.8,32.6,14.4,13.1,24.6,18.2,9.7,19.8,1.9,165
#1998-07-04 08:00:00#,98.5,8.8,80.4,55.1,35.1,37,30.9,50.7,19.7,.2,190
#1998-07-05 08:00:00#,21.2,19.7,9.9,21.5,30.4,40.3,11.4,27.8,19.7,.3,318
#1998-07-06 08:00:00#,16.4,57.3,14.3,13.6,17.8,15.6,14.6,5.5,5.6,2.6,292
#1998-07-07 08:00:00#,5.9,64.4,4.1,25,0,19.2,25.5,6.6,5.3,1.7,225
#1998-07-08 08:00:00#,0,.3,.4,51,6.9,6.6,0,2.1,21.2,2.5,210
#1998-07-09 08:00:00#,7.5,.2,5.3,7.2,5.4,1.8,.9,2.1,4.3,.9,164
#1998-07-10 08:00:00#,0,0,2,.3,14.8,0,0,0,0,3.3,132
#1998-07-11 08:00:00#,0,0,0,0,0,0,0,0,39,3.7,120
#1998-07-12 08:00:00#,13.1,10.6,35.1,47.1,13.7,27.9,1.7,12.4,2.5,3.3,107
#1998-07-13 08:00:00#,29,2.2,13.2,3.1,0,6.5,1.7,41.8,1.6,2.6,158
#1998-07-14 08:00:00#,6.1,.6,7.4,0,0,6,.2,1.8,0,1.3,116
#1998-07-15 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,106
#1998-07-16 08:00:00#,0,0,0,0,12.2,0,0,0,0,4,93.7
#1998-07-17 08:00:00#,0,0,0,0,.3,1.1,0,2.2,0,4.3,84.5
#1998-07-18 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,75.6
#1998-07-19 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,74.5
#1998-07-20 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,69.4
#1998-07-21 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,67.2
#1998-07-22 08:00:00#,.2,0,0,0,0,0,0,0,0,3.7,63.1
#1998-07-23 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,64.8
#1998-07-24 08:00:00#,1.4,0,0,0,0,0,0,0,0,2.5,64.1
#1998-07-25 08:00:00#,0,0,.2,0,0,0,0,.2,0,3.8,65.1
#1998-07-26 08:00:00#,0,0,0,0,0,0,0,0,0,2.2,64
#1998-07-27 08:00:00#,0,0,0,0,0,0,0,0,0,3.4,60.2
#1998-07-28 08:00:00#,0,0,0,0,0,3.2,0,0,0,5.4,62.2
#1998-07-29 08:00:00#,0,0,0,0,0,0,0,0,0,5.8,52.6
#1998-07-30 08:00:00#,0,0,0,0,0,0,0,0,0,5,53.9
#1998-07-31 08:00:00#,0,0,0,0,0,0,0,0,0,5.1,49.2
#1998-08-01 08:00:00#,0,39.4,0,0,0,1.1,27.2,0,.6,4.1,55.7
#1998-08-02 08:00:00#,0,0,0,0,0,0,0,0,0,4.5,60.8
#1998-08-03 08:00:00#,0,0,0,0,0,0,0,0,0,3.9,52.1
#1998-08-04 08:00:00#,0,0,16.9,0,0,0,0,0,0,5.2,47.9
#1998-08-05 08:00:00#,0,0,0,0,0,6.3,0,0,0,4.9,47.7
#1998-08-06 08:00:00#,0,7.6,1,29.3,0,11.3,.4,6.9,.4,3.1,51.1
#1998-08-07 08:00:00#,1.8,5.9,5.5,1.9,2.1,3.8,1.7,37.8,7.7,2.5,59.7
#1998-08-08 08:00:00#,0,0,0,1.8,0,0,.1,0,0,3.4,58.1
#1998-08-09 08:00:00#,.5,0,0,0,0,0,0,0,0,2.2,47.3
#1998-08-10 08:00:00#,37.2,28.6,24.4,22.5,21.2,23,16.3,20.1,7.9,4,44.9
#1998-08-11 08:00:00#,16.6,2.9,11.8,5.5,5.2,9.4,4.7,16.9,1.5,1.6,69.6
#1998-08-12 08:00:00#,9.2,1.3,1.9,.8,.5,13.7,.1,17.9,0,1.3,72.8
#1998-08-13 08:00:00#,0,9.3,0,0,0,0,1,1.6,0,3.5,61
#1998-08-14 08:00:00#,0,0,0,0,0,5.6,0,10.7,0,4.4,47.1
#1998-08-15 08:00:00#,0,0,0,0,0,0,0,.1,0,4.8,42.9
#1998-08-16 08:00:00#,0,0,0,0,0,0,0,0,0,4.6,41.8
#1998-08-17 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,39.5
#1998-08-18 08:00:00#,22.3,0,4.9,14.6,4.1,0,0,.1,11.6,3.4,38.6
#1998-08-19 08:00:00#,0,0,.2,0,0,0,0,0,0,3,40.3
#1998-08-20 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,39.1
#1998-08-21 08:00:00#,5,0,17.3,1.8,1.3,0,.1,.3,9.8,2,40.1
#1998-08-22 08:00:00#,51.9,12.1,8.2,16.4,4.7,16.4,12.9,36.6,7.2,2.2,44.5
#1998-08-23 08:00:00#,1,8.1,5.8,0,.5,27.8,8.7,7.2,1,3.5,57.3
#1998-08-24 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,59.9
#1998-08-25 08:00:00#,0,0,0,0,0,0,0,0,3.7,3.4,45.1
#1998-08-26 08:00:00#,0,10.2,.1,.2,.3,5.4,7.3,36.5,.8,3.6,48.8
#1998-08-27 08:00:00#,0,1,0,0,5,0,.2,.1,0,3,56.3
#1998-08-28 08:00:00#,.2,4.3,.7,.1,0,0,.2,0,.1,4.3,54.7
#1998-08-29 08:00:00#,.6,35.3,11,12.1,2.1,7.8,1.4,3.3,17.1,3.3,50.9
#1998-08-30 08:00:00#,13.8,15.2,7,6,18.3,19.1,24.5,18.8,80.5,3.1,66.1
#1998-08-31 08:00:00#,.1,0,0,0,0,.5,0,0,0,1.9,78
#1998-09-01 08:00:00#,0,.1,0,0,0,0,0,0,.3,1.6,52.4
#1998-09-02 08:00:00#,15.5,1.3,3.8,16,2.8,4,0,4.3,0,1.8,44.6
#1998-09-03 08:00:00#,11.3,27.9,.7,0,6.1,13.7,15.7,1.4,16.2,3.5,43.5
#1998-09-04 08:00:00#,0,8.4,17.9,0,.1,2.5,0,7.8,7.2,2.5,47.6
#1998-09-05 08:00:00#,.6,8.3,13,.9,1.1,2.4,0,6.8,.3,2.7,43.8
#1998-09-06 08:00:00#,43.1,12,61.3,3.9,19.2,16.1,31,9.4,4.3,1,43.7
#1998-09-07 08:00:00#,1.8,1.4,15.8,25.2,4.5,6.2,5.6,3.4,2.7,1.7,56.8
#1998-09-08 08:00:00#,5.8,88.4,4.3,4.5,17,5.7,4.9,4.8,4.9,.9,58.9
#1998-09-09 08:00:00#,0,0,0,0,0,0,0,0,0,3,53.2
#1998-09-10 08:00:00#,.5,0,0,0,0,0,0,0,0,3.5,42.8
#1998-09-11 08:00:00#,4.3,6.4,19.9,3.2,1.4,4.6,2.6,10.9,8.2,1.9,36.6
#1998-09-12 08:00:00#,2.6,2.3,9.1,6.8,4.8,8.4,2.5,4,2.8,1.8,38.2
#1998-09-13 08:00:00#,58.3,14.2,70.9,64.7,50.2,45.1,19.9,22.6,12.5,1.1,42.8
#1998-09-14 08:00:00#,12.5,16.3,22.5,12.2,39.2,14.3,0,5.8,19.6,2.3,86.5
#1998-09-15 08:00:00#,0,0,0,0,0,0,30.3,0,0,2.6,119
#1998-09-16 08:00:00#,0,.3,0,0,0,0,0,0,0,2.8,73.7
#1998-09-17 08:00:00#,0,19.8,0,0,1.7,0,0,0,14,3.8,55.1
#1998-09-18 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,49.9
#1998-09-19 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,42.8
#1998-09-20 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,36.7
#1998-09-21 08:00:00#,0,0,0,0,0,0,0,0,0,3.4,28.3
#1998-09-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,32.4
#1998-09-23 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,30.1
#1998-09-24 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,26.8
#1998-09-25 08:00:00#,0,0,.2,0,0,0,0,0,0,3.1,27.5
#1998-09-26 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,20.7
#1998-09-27 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,27.3
#1998-09-28 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,20.4
#1998-09-29 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,23.7
#1998-09-30 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,19
#1998-10-01 08:00:00#,0,0,0,0,0,0,0,0,0,4.4,19.1
#1998-10-02 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,21.4
#1998-10-03 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,19.4
#1998-10-04 08:00:00#,3.1,1.8,4.8,3.5,6.4,10.8,7.9,2.5,5.7,1.8,19.2
#1998-10-05 08:00:00#,25.5,6,5.7,7.7,29.4,33.9,18.7,11.1,8.5,1,24.4
#1998-10-06 08:00:00#,0,7.8,5.5,15.4,5.1,.5,6.4,0,9.6,.6,44.5
#1998-10-07 08:00:00#,2.9,0,8.7,3.8,19.9,.3,0,0,33.9,1.6,51.2
#1998-10-08 08:00:00#,0,0,0,4.9,5.3,.4,.2,0,0,.6,47.5
#1998-10-09 08:00:00#,.6,.5,0,0,0,.2,0,0,0,2.3,39.8
#1998-10-10 08:00:00#,8.9,1.2,2,1.3,3.6,6.7,2,7.5,1.2,1.3,31.8
#1998-10-11 08:00:00#,1.5,9.6,.5,3.7,30.3,15.1,37.5,11.9,42.2,.4,48.7
#1998-10-12 08:00:00#,0,0,.2,0,0,.6,0,0,0,1.3,64
#1998-10-13 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,41.6
#1998-10-14 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,32.5
#1998-10-15 08:00:00#,0,0,0,0,0,0,0,0,0,4,29.1
#1998-10-16 08:00:00#,0,0,0,0,0,0,0,0,0,4.5,27.3
#1998-10-17 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,28.5
#1998-10-18 08:00:00#,0,0,0,0,0,0,0,0,0,1.5,28.1
#1998-10-19 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,27
#1998-10-20 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,28.8
