time_end,discharge_m3s,discharge_quality
1992-09-06 00:00:00,24.9,observed_instantaneous
1992-09-06 01:00:00,24.8125,linear_interpolated_instantaneous
1992-09-06 02:00:00,24.725,linear_interpolated_instantaneous
1992-09-06 03:00:00,24.6375,linear_interpolated_instantaneous
1992-09-06 04:00:00,24.55,linear_interpolated_instantaneous
1992-09-06 05:00:00,24.4625,linear_interpolated_instantaneous
1992-09-06 06:00:00,24.375,linear_interpolated_instantaneous
1992-09-06 07:00:00,24.2875,linear_interpolated_instantaneous
1992-09-06 08:00:00,24.2,observed_instantaneous
1992-09-06 09:00:00,24.2,linear_interpolated_instantaneous
1992-09-06 10:00:00,24.2,observed_instantaneous
1992-09-06 11:00:00,25.55,linear_interpolated_instantaneous
1992-09-06 12:00:00,26.9,observed_instantaneous
1992-09-06 13:00:00,29.65,linear_interpolated_instantaneous
1992-09-06 14:00:00,32.4,observed_instantaneous
1992-09-06 15:00:00,35.95,linear_interpolated_instantaneous
1992-09-06 16:00:00,39.5,observed_instantaneous
1992-09-06 17:00:00,51.65,linear_interpolated_instantaneous
1992-09-06 18:00:00,63.8,observed_instantaneous
1992-09-06 19:00:00,86.9,linear_interpolated_instantaneous
1992-09-06 20:00:00,110.0,observed_instantaneous
1992-09-06 21:00:00,146.0,linear_interpolated_instantaneous
1992-09-06 22:00:00,182.0,observed_instantaneous
1992-09-06 23:00:00,221.0,linear_interpolated_instantaneous
1992-09-07 00:00:00,260.0,observed_instantaneous
1992-09-07 01:00:00,283.0,linear_interpolated_instantaneous
1992-09-07 02:00:00,306.0,observed_instantaneous
1992-09-07 03:00:00,312.0,linear_interpolated_instantaneous
1992-09-07 04:00:00,318.0,observed_instantaneous
1992-09-07 05:00:00,319.0,linear_interpolated_instantaneous
1992-09-07 06:00:00,320.0,observed_instantaneous
1992-09-07 07:00:00,320.0,linear_interpolated_instantaneous
1992-09-07 08:00:00,320.0,observed_instantaneous
1992-09-07 09:00:00,320.0,linear_interpolated_instantaneous
1992-09-07 10:00:00,320.0,observed_instantaneous
1992-09-07 11:00:00,317.0,linear_interpolated_instantaneous
1992-09-07 12:00:00,314.0,observed_instantaneous
1992-09-07 13:00:00,308.0,linear_interpolated_instantaneous
